"gene","SRR26204551","SRR26204552","SRR26204555","SRR26204556","SRR26204559","SRR26204560"
"ENSG00000271204",9,63,15,36,3,9
"ENSG00000271205",0,0,0,0,0,0
"ENSG00000271208",0,0,0,0,0,0
"ENSG00000271214",1,0,0,0,0,2
"ENSG00000271218",1,0,0,0,3,1
"ENSG00000271219",0,0,0,0,0,0
"ENSG00000271220",0,0,0,0,0,0
"ENSG00000271222",0,0,0,0,0,0
"ENSG00000271228",3,0,4,0,2,0
"ENSG00000271230",1,0,0,0,0,0
"ENSG00000271234",0,0,0,0,0,0
"ENSG00000271238",0,0,0,0,0,0
"ENSG00000271239",0,0,0,0,0,0
"ENSG00000271240",0,0,0,0,0,0
"ENSG00000271243",0,0,0,0,0,0
"ENSG00000271245",0,1,0,0,0,0
"ENSG00000271248",0,0,0,0,0,0
"ENSG00000271250",0,0,0,0,0,0
"ENSG00000271251",0,0,0,0,0,0
"ENSG00000271252",0,0,0,0,0,0
"ENSG00000271253",0,0,0,0,0,0
"ENSG00000271257",0,0,0,0,0,0
"ENSG00000271259",0,1,0,0,0,0
"ENSG00000271265",0,0,1,1,0,0
"ENSG00000271267",0,0,0,0,0,0
"ENSG00000271268",0,3,0,10,1,5
"ENSG00000271269",0,0,0,0,0,0
"ENSG00000271272",0,0,0,0,0,0
"ENSG00000271275",0,0,0,0,0,0
"ENSG00000271277",0,0,0,0,0,0
"ENSG00000271283",0,0,0,1,0,0
"ENSG00000271291",0,0,0,0,0,0
"ENSG00000271298",0,0,0,0,0,0
"ENSG00000271299",0,0,0,0,0,0
"ENSG00000271302",0,0,0,0,0,0
"ENSG00000271307",0,0,0,0,0,0
"ENSG00000271309",0,0,0,0,0,0
"ENSG00000271313",0,0,0,0,0,0
"ENSG00000271314",3,0,0,0,0,0
"ENSG00000271315",0,0,0,0,0,0
"ENSG00000271320",2,0,2,0,2,0
"ENSG00000271322",0,0,0,0,0,0
"ENSG00000271327",2,1,1,0,0,0
"ENSG00000271329",1,0,0,0,0,0
"ENSG00000271330",0,0,0,0,0,0
"ENSG00000271333",0,0,0,0,0,0
"ENSG00000271338",0,0,0,0,0,0
"ENSG00000271339",0,0,0,0,0,0
"ENSG00000271340",0,0,0,0,0,0
"ENSG00000271343",0,0,0,0,0,0
"ENSG00000271344",3,1,9,10,3,2
"ENSG00000271346",0,0,0,0,0,0
"ENSG00000271349",0,0,0,0,0,0
"ENSG00000271350",0,0,0,0,0,0
"ENSG00000271353",0,0,0,0,0,0
"ENSG00000271355",0,0,0,0,0,0
"ENSG00000271357",0,0,0,0,0,0
"ENSG00000271358",0,0,0,0,0,0
"ENSG00000271362",0,0,0,0,0,0
"ENSG00000271364",0,0,0,0,0,0
"ENSG00000271365",0,0,0,0,0,0
"ENSG00000271366",0,0,0,0,0,0
"ENSG00000271367",3,0,1,0,1,1
"ENSG00000271368",0,0,0,0,0,0
"ENSG00000271369",63,1,6,2,21,0
"ENSG00000271370",1,0,0,0,1,0
"ENSG00000271375",0,0,19,28,0,0
"ENSG00000271379",0,0,0,0,0,0
"ENSG00000271380",36,5,12,9,11,2
"ENSG00000271382",1,0,0,2,0,0
"ENSG00000271384",0,0,1,0,0,0
"ENSG00000271385",0,0,0,0,0,0
"ENSG00000271390",0,0,0,0,0,0
"ENSG00000271392",0,1,0,0,0,0
"ENSG00000271396",0,0,0,0,0,0
"ENSG00000271397",0,0,0,0,0,0
"ENSG00000271398",0,1,0,1,0,0
"ENSG00000271399",0,0,0,0,0,0
"ENSG00000271401",0,0,0,0,0,0
"ENSG00000271410",0,0,0,0,0,0
"ENSG00000271414",0,0,0,0,0,0
"ENSG00000271418",0,0,0,0,0,0
"ENSG00000271419",0,0,0,0,0,0
"ENSG00000271420",4,2,4,2,4,4
"ENSG00000271421",0,0,0,0,0,0
"ENSG00000271426",1,0,0,0,0,0
"ENSG00000271427",4,1,3,0,4,0
"ENSG00000271434",0,0,0,0,0,0
"ENSG00000271437",0,0,0,0,0,0
"ENSG00000271439",0,0,0,0,0,0
"ENSG00000271440",0,0,0,0,0,0
"ENSG00000271443",0,0,0,0,0,0
"ENSG00000271452",4,1,7,4,2,0
"ENSG00000271454",2,0,0,0,0,0
"ENSG00000271455",0,0,0,0,0,0
"ENSG00000271456",0,0,0,0,0,0
"ENSG00000271457",0,0,0,0,0,0
"ENSG00000271459",0,0,0,0,0,0
"ENSG00000271462",0,0,0,0,0,0
"ENSG00000271468",0,0,0,0,0,0
"ENSG00000271475",0,0,0,0,0,0
"ENSG00000271477",0,0,0,0,0,0
"ENSG00000271482",0,0,0,0,0,0
"ENSG00000271483",0,0,0,0,0,0
"ENSG00000271490",0,0,0,0,0,0
"ENSG00000271491",0,0,0,0,0,0
"ENSG00000271494",0,0,0,0,0,0
"ENSG00000271495",0,0,0,0,0,0
"ENSG00000271498",0,0,0,0,0,0
"ENSG00000271499",0,0,0,0,0,0
"ENSG00000271500",0,0,0,0,0,0
"ENSG00000271502",0,0,0,0,0,0
"ENSG00000271507",0,0,0,0,0,0
"ENSG00000271508",0,0,0,0,0,0
"ENSG00000271509",0,0,0,0,0,0
"ENSG00000271511",0,0,0,0,0,0
"ENSG00000271519",37,42,41,60,12,24
"ENSG00000271522",2,2,1,3,0,5
"ENSG00000271523",0,0,0,0,0,0
"ENSG00000271526",0,0,0,0,0,0
"ENSG00000271527",0,0,0,0,0,0
"ENSG00000271533",35,82,42,59,41,26
"ENSG00000271536",0,0,0,0,0,0
"ENSG00000271537",0,0,0,0,0,0
"ENSG00000271543",0,0,2,0,0,0
"ENSG00000271544",0,0,0,0,0,0
"ENSG00000271546",0,0,0,0,0,0
"ENSG00000271547",2,0,0,1,0,0
"ENSG00000271551",12,6,14,5,19,3
"ENSG00000271553",0,0,7,4,1,1
"ENSG00000271554",0,0,0,0,0,0
"ENSG00000271555",0,0,0,2,0,0
"ENSG00000271558",0,0,0,0,0,0
"ENSG00000271559",0,0,0,0,0,0
"ENSG00000271560",0,0,0,1,0,0
"ENSG00000271565",0,0,0,0,0,0
"ENSG00000271568",0,0,0,0,0,0
"ENSG00000271573",19,0,3,0,4,0
"ENSG00000271578",0,0,0,0,0,0
"ENSG00000271579",3,4,3,9,0,0
"ENSG00000271580",0,0,0,0,0,0
"ENSG00000271581",49,225,124,275,6,18
"ENSG00000271582",0,0,0,1,0,0
"ENSG00000271583",0,0,0,0,0,0
"ENSG00000271586",0,0,0,0,0,0
"ENSG00000271587",0,0,1,0,0,0
"ENSG00000271589",0,0,0,0,0,0
"ENSG00000271590",2,15,7,10,7,1
"ENSG00000271596",0,0,0,0,0,0
"ENSG00000271597",0,0,0,0,0,0
"ENSG00000271598",0,0,0,0,0,0
"ENSG00000271600",0,0,0,0,0,0
"ENSG00000271606",0,0,0,0,0,0
"ENSG00000271608",0,0,0,0,0,0
"ENSG00000271609",0,0,0,0,0,0
"ENSG00000271611",0,0,0,0,0,0
"ENSG00000271616",0,0,0,0,0,0
"ENSG00000271618",0,0,0,0,0,0
"ENSG00000271621",0,0,0,0,0,0
"ENSG00000271623",0,1,2,1,0,0
"ENSG00000271624",0,0,0,0,0,0
"ENSG00000271629",0,0,0,0,0,0
"ENSG00000271632",0,0,0,0,0,0
"ENSG00000271644",0,2,0,0,0,0
"ENSG00000271650",0,0,0,0,0,0
"ENSG00000271652",0,0,0,0,0,0
"ENSG00000271653",0,0,3,0,0,0
"ENSG00000271654",3,0,1,0,4,0
"ENSG00000271656",0,0,0,0,0,0
"ENSG00000271657",0,0,0,0,0,0
"ENSG00000271659",1,0,0,0,0,0
"ENSG00000271660",0,0,0,0,0,0
"ENSG00000271664",0,0,0,0,0,0
"ENSG00000271666",0,0,0,0,0,0
"ENSG00000271667",0,0,0,0,0,0
"ENSG00000271670",3,1,0,1,1,0
"ENSG00000271671",0,0,0,0,0,0
"ENSG00000271676",0,0,0,0,0,0
"ENSG00000271677",0,0,0,0,0,0
"ENSG00000271680",0,0,1,0,0,0
"ENSG00000271681",0,0,0,0,0,0
"ENSG00000271691",0,0,0,0,0,0
"ENSG00000271693",0,0,0,0,0,0
"ENSG00000271696",0,0,0,0,0,0
"ENSG00000271697",0,0,0,0,0,0
"ENSG00000271698",0,0,0,0,0,4
"ENSG00000271701",0,0,0,0,0,0
"ENSG00000271702",0,0,0,0,0,0
"ENSG00000271709",0,0,0,0,0,0
"ENSG00000271712",0,0,0,0,0,0
"ENSG00000271715",1,0,0,0,0,0
"ENSG00000271716",2,0,0,0,0,0
"ENSG00000271717",7,2,6,8,4,0
"ENSG00000271724",1,0,0,0,0,0
"ENSG00000271725",0,0,0,1,0,2
"ENSG00000271727",1,0,0,0,3,1
"ENSG00000271730",1,0,0,1,2,1
"ENSG00000271732",0,0,0,0,0,0
"ENSG00000271737",11,7,7,12,8,7
"ENSG00000271741",226,181,106,151,0,127
"ENSG00000271742",3,3,5,5,1,0
"ENSG00000271743",19,0,7,1,20,0
"ENSG00000271746",3,5,0,0,6,2
"ENSG00000271749",2,2,2,0,0,1
"ENSG00000271751",7,3,2,0,6,0
"ENSG00000271752",0,1,0,1,2,0
"ENSG00000271754",3,1,4,10,3,4
"ENSG00000271755",33,8,21,28,28,7
"ENSG00000271758",0,0,0,0,0,0
"ENSG00000271761",0,0,1,0,1,0
"ENSG00000271763",0,1,0,0,0,0
"ENSG00000271766",0,0,0,0,0,0
"ENSG00000271771",1,0,0,2,0,0
"ENSG00000271774",0,0,0,0,0,0
"ENSG00000271776",0,0,0,0,0,0
"ENSG00000271778",0,0,0,0,0,0
"ENSG00000271779",0,0,0,0,0,0
"ENSG00000271780",68,20,40,19,37,12
"ENSG00000271781",4,1,1,0,2,4
"ENSG00000271787",0,0,0,0,0,0
"ENSG00000271788",4,7,7,17,3,2
"ENSG00000271789",7,2,3,5,4,4
"ENSG00000271792",0,0,0,0,0,0
"ENSG00000271793",5,39,41,47,2,39
"ENSG00000271795",1,11,11,2,11,7
"ENSG00000271797",4,0,11,2,3,4
"ENSG00000271803",0,0,0,0,0,0
"ENSG00000271806",18,32,36,70,17,27
"ENSG00000271810",9,0,0,0,0,10
"ENSG00000271811",0,0,0,0,0,0
"ENSG00000271820",0,0,0,0,0,0
"ENSG00000271821",0,0,0,0,0,0
"ENSG00000271825",0,0,0,0,0,0
"ENSG00000271828",6,1,7,3,2,2
"ENSG00000271830",0,0,0,0,0,0
"ENSG00000271833",0,2,2,0,2,0
"ENSG00000271843",1,5,6,6,1,3
"ENSG00000271851",22,32,43,49,14,14
"ENSG00000271853",13,15,20,16,15,9
"ENSG00000271855",13,20,15,14,10,10
"ENSG00000271857",15,45,7,47,3,8
"ENSG00000271858",14,16,7,6,4,2
"ENSG00000271860",6,0,4,0,2,2
"ENSG00000271862",3,5,17,42,4,3
"ENSG00000271868",0,0,0,0,0,0
"ENSG00000271871",7,1,1,1,0,0
"ENSG00000271880",54,0,21,0,21,25
"ENSG00000271882",3,5,4,7,8,2
"ENSG00000271892",0,0,0,1,0,0
"ENSG00000271893",2,1,0,0,1,1
"ENSG00000271894",3,0,0,0,0,0
"ENSG00000271897",0,1,0,0,0,0
"ENSG00000271900",0,0,0,0,0,0
"ENSG00000271901",0,0,0,0,0,0
"ENSG00000271904",0,0,0,0,0,0
"ENSG00000271911",1,0,0,0,1,0
"ENSG00000271914",0,2,1,1,0,1
"ENSG00000271916",0,0,0,0,0,0
"ENSG00000271917",0,0,0,0,0,0
"ENSG00000271918",11,13,7,15,5,7
"ENSG00000271919",1,0,1,0,0,0
"ENSG00000271922",0,0,0,0,0,0
"ENSG00000271926",6,1,0,4,2,4
"ENSG00000271930",0,0,1,0,5,0
"ENSG00000271933",14,6,8,9,0,5
"ENSG00000271936",5,7,4,2,1,4
"ENSG00000271937",1,0,1,0,0,0
"ENSG00000271938",1,14,4,3,0,1
"ENSG00000271945",0,0,0,0,0,0
"ENSG00000271947",0,2,0,2,0,2
"ENSG00000271949",0,0,0,0,0,0
"ENSG00000271955",0,0,0,0,0,0
"ENSG00000271958",0,0,3,0,2,0
"ENSG00000271959",1,2,4,2,3,0
"ENSG00000271963",0,0,0,0,0,0
"ENSG00000271964",1,31,10,28,1,3
"ENSG00000271967",0,1,0,0,0,0
"ENSG00000271969",0,0,0,0,0,0
"ENSG00000271971",7,6,12,3,3,3
"ENSG00000271973",0,0,0,0,0,0
"ENSG00000271976",25,22,25,20,11,11
"ENSG00000271978",15,0,4,3,7,2
"ENSG00000271980",1,0,0,0,0,1
"ENSG00000271981",0,0,0,0,0,0
"ENSG00000271983",1,1,2,3,0,2
"ENSG00000271984",1,5,1,6,0,2
"ENSG00000271985",0,0,0,0,0,0
"ENSG00000271989",0,0,0,0,0,1
"ENSG00000271992",0,4,3,4,1,0
"ENSG00000271993",0,0,0,1,0,1
"ENSG00000271996",9,28,11,22,4,6
"ENSG00000271998",2,5,1,2,2,0
"ENSG00000272004",4,3,6,4,5,0
"ENSG00000272006",0,0,0,0,0,0
"ENSG00000272008",5,6,9,2,0,2
"ENSG00000272009",54,15,37,9,27,11
"ENSG00000272010",1,0,8,0,8,0
"ENSG00000272021",85,3,23,0,13,2
"ENSG00000272024",9,0,1,0,3,2
"ENSG00000272027",3,7,2,5,0,1
"ENSG00000272030",54,17,18,16,21,9
"ENSG00000272033",6,1,4,6,2,3
"ENSG00000272037",1,0,5,1,0,1
"ENSG00000272043",0,0,1,2,0,0
"ENSG00000272046",1,0,2,0,0,0
"ENSG00000272049",0,1,1,3,0,1
"ENSG00000272050",0,0,0,0,0,0
"ENSG00000272054",56,49,42,56,30,18
"ENSG00000272056",0,6,1,2,1,3
"ENSG00000272070",2,0,5,8,12,4
"ENSG00000272071",0,2,0,0,0,0
"ENSG00000272072",4,1,1,4,0,0
"ENSG00000272076",0,0,1,1,0,0
"ENSG00000272077",3,2,8,6,0,1
"ENSG00000272078",0,7,1,2,0,0
"ENSG00000272079",96,2,83,9,98,9
"ENSG00000272084",9,28,11,69,0,9
"ENSG00000272085",0,0,0,0,0,0
"ENSG00000272087",0,0,0,0,0,0
"ENSG00000272088",0,0,0,0,0,0
"ENSG00000272092",15,6,17,3,6,4
"ENSG00000272094",1,4,1,5,0,0
"ENSG00000272100",1,1,0,3,2,0
"ENSG00000272103",0,0,1,3,0,0
"ENSG00000272104",0,0,1,0,1,0
"ENSG00000272106",187,107,146,151,83,53
"ENSG00000272108",8,5,7,1,11,1
"ENSG00000272109",2,5,6,23,0,0
"ENSG00000272112",3,6,10,1,4,0
"ENSG00000272114",1,28,8,18,1,10
"ENSG00000272115",0,0,0,0,0,0
"ENSG00000272121",9,0,0,0,4,0
"ENSG00000272123",0,0,3,1,0,0
"ENSG00000272128",0,0,0,0,0,0
"ENSG00000272129",7,3,5,3,19,4
"ENSG00000272130",0,0,0,0,0,0
"ENSG00000272134",0,0,0,3,0,0
"ENSG00000272137",3,2,0,1,3,0
"ENSG00000272139",0,0,0,0,0,0
"ENSG00000272140",19,21,28,35,5,26
"ENSG00000272141",0,3,0,3,0,0
"ENSG00000272144",2,4,7,5,3,1
"ENSG00000272148",2,6,3,5,2,2
"ENSG00000272149",0,0,0,1,0,0
"ENSG00000272153",0,0,3,0,2,1
"ENSG00000272154",0,0,0,0,0,0
"ENSG00000272155",0,0,0,0,0,0
"ENSG00000272156",9,6,6,4,21,3
"ENSG00000272157",0,0,0,0,0,0
"ENSG00000272158",0,0,1,0,0,0
"ENSG00000272159",0,2,0,7,0,5
"ENSG00000272161",1,0,1,0,0,0
"ENSG00000272162",0,0,0,0,0,0
"ENSG00000272163",0,2,0,0,0,0
"ENSG00000272164",0,0,0,0,0,0
"ENSG00000272166",0,0,0,0,0,0
"ENSG00000272167",0,0,0,0,0,0
"ENSG00000272172",1,0,0,0,0,1
"ENSG00000272173",10,3,4,2,11,0
"ENSG00000272175",0,0,5,6,0,0
"ENSG00000272180",1,4,1,0,3,0
"ENSG00000272181",0,5,3,3,3,0
"ENSG00000272182",18,12,21,15,8,2
"ENSG00000272183",1,2,0,0,2,0
"ENSG00000272195",13,9,23,20,11,2
"ENSG00000272202",0,0,0,0,0,2
"ENSG00000272203",0,0,0,0,0,0
"ENSG00000272209",0,0,1,0,1,0
"ENSG00000272211",0,5,1,8,0,2
"ENSG00000272217",0,1,2,2,0,0
"ENSG00000272218",0,0,0,0,0,0
"ENSG00000272219",1,14,11,16,1,6
"ENSG00000272220",0,0,0,0,0,0
"ENSG00000272221",11,18,38,26,7,2
"ENSG00000272223",2,1,3,2,2,1
"ENSG00000272226",1,1,0,0,0,0
"ENSG00000272234",0,0,0,0,0,0
"ENSG00000272235",0,0,0,2,0,0
"ENSG00000272236",0,0,1,0,0,0
"ENSG00000272237",0,0,0,0,0,0
"ENSG00000272239",0,0,0,0,0,0
"ENSG00000272240",0,0,0,0,0,1
"ENSG00000272243",0,0,0,0,0,0
"ENSG00000272247",2,2,4,4,1,2
"ENSG00000272248",0,0,0,2,0,0
"ENSG00000272249",0,0,0,0,0,0
"ENSG00000272254",0,0,0,0,0,0
"ENSG00000272255",1,9,2,17,0,3
"ENSG00000272256",46,213,48,148,10,13
"ENSG00000272263",1,2,0,2,0,0
"ENSG00000272264",28,9,11,25,17,10
"ENSG00000272265",0,0,0,1,0,0
"ENSG00000272275",24,2,14,14,21,6
"ENSG00000272277",22,32,28,44,13,4
"ENSG00000272279",2,0,0,1,0,3
"ENSG00000272293",49,1,39,1,51,11
"ENSG00000272297",0,0,0,0,0,0
"ENSG00000272298",1,0,2,0,0,0
"ENSG00000272304",0,0,0,0,0,0
"ENSG00000272305",5,2,1,0,1,2
"ENSG00000272312",0,0,0,0,0,0
"ENSG00000272316",35,19,42,27,14,21
"ENSG00000272319",0,0,0,0,0,0
"ENSG00000272320",0,0,0,1,0,0
"ENSG00000272321",0,0,0,0,0,0
"ENSG00000272328",8,5,3,0,8,2
"ENSG00000272329",1,0,4,1,0,0
"ENSG00000272330",0,0,0,0,0,0
"ENSG00000272334",0,3,0,1,0,0
"ENSG00000272335",23,14,40,8,25,8
"ENSG00000272338",1,2,2,1,5,2
"ENSG00000272341",12,104,11,64,5,14
"ENSG00000272343",2,0,4,0,0,4
"ENSG00000272345",19,12,27,10,15,17
"ENSG00000272346",0,0,0,0,0,0
"ENSG00000272347",0,1,0,0,0,0
"ENSG00000272356",10,27,31,40,15,16
"ENSG00000272360",5,5,7,0,1,1
"ENSG00000272361",3,1,5,4,7,0
"ENSG00000272362",0,0,0,0,1,0
"ENSG00000272366",3,2,0,0,0,0
"ENSG00000272368",22,9,24,22,19,9
"ENSG00000272369",18,3,2,1,2,2
"ENSG00000272371",0,1,0,0,0,0
"ENSG00000272372",0,0,0,1,0,0
"ENSG00000272375",13,1,6,5,16,6
"ENSG00000272379",1,15,9,23,2,0
"ENSG00000272382",0,2,1,3,0,0
"ENSG00000272383",0,0,0,0,0,1
"ENSG00000272384",16,15,4,18,4,7
"ENSG00000272386",0,0,0,0,0,0
"ENSG00000272387",0,0,0,0,0,0
"ENSG00000272396",0,0,2,0,0,0
"ENSG00000272397",0,1,0,0,0,0
"ENSG00000272400",0,0,0,0,0,0
"ENSG00000272402",2,0,2,2,2,0
"ENSG00000272405",1,9,5,15,2,8
"ENSG00000272406",0,0,0,0,0,0
"ENSG00000272407",0,0,0,0,0,0
"ENSG00000272410",99,46,8,227,25,38
"ENSG00000272411",0,0,0,0,0,0
"ENSG00000272416",3,1,4,2,0,1
"ENSG00000272417",0,0,0,0,0,0
"ENSG00000272418",0,0,0,0,0,0
"ENSG00000272420",2,3,6,1,0,0
"ENSG00000272425",3,0,4,0,1,1
"ENSG00000272426",0,3,0,1,0,2
"ENSG00000272428",0,0,0,0,0,0
"ENSG00000272432",9,1,6,3,3,2
"ENSG00000272434",2,4,6,20,0,0
"ENSG00000272438",0,0,0,0,0,0
"ENSG00000272442",0,0,0,0,0,0
"ENSG00000272444",2,2,1,0,7,2
"ENSG00000272446",4,0,6,0,0,10
"ENSG00000272447",64,54,76,72,41,45
"ENSG00000272449",38,244,59,97,26,34
"ENSG00000272456",1,0,2,1,0,3
"ENSG00000272457",0,0,0,0,1,0
"ENSG00000272461",0,0,0,0,0,0
"ENSG00000272463",28,9,19,5,4,3
"ENSG00000272465",0,0,1,0,1,1
"ENSG00000272468",17,7,6,2,34,3
"ENSG00000272472",1,0,1,0,3,0
"ENSG00000272473",6,14,8,12,2,4
"ENSG00000272476",30,24,27,38,16,5
"ENSG00000272477",0,0,0,0,1,0
"ENSG00000272478",0,0,0,0,0,0
"ENSG00000272479",0,0,1,0,0,0
"ENSG00000272482",4,4,1,6,1,7
"ENSG00000272483",3,1,6,0,0,0
"ENSG00000272485",0,0,0,0,0,0
"ENSG00000272489",0,0,0,0,4,0
"ENSG00000272491",0,5,6,3,1,1
"ENSG00000272498",2,13,1,5,1,0
"ENSG00000272501",67,91,215,238,36,47
"ENSG00000272502",9,46,4,22,0,6
"ENSG00000272505",6,19,12,13,7,2
"ENSG00000272506",0,2,0,1,0,0
"ENSG00000272508",116,0,48,0,56,5
"ENSG00000272509",0,0,2,0,2,0
"ENSG00000272510",0,1,0,0,0,0
"ENSG00000272512",10,20,16,31,5,14
"ENSG00000272515",0,0,0,0,0,0
"ENSG00000272516",0,0,1,0,2,1
"ENSG00000272518",22,21,34,24,15,10
"ENSG00000272519",0,0,0,0,1,0
"ENSG00000272529",1,27,4,19,0,0
"ENSG00000272537",0,0,0,0,0,0
"ENSG00000272540",16,13,20,10,9,7
"ENSG00000272541",0,2,2,0,0,0
"ENSG00000272542",0,0,0,0,0,0
"ENSG00000272545",0,0,0,0,0,0
"ENSG00000272554",3,0,0,1,0,0
"ENSG00000272555",2,5,4,5,0,11
"ENSG00000272558",1,0,0,0,0,0
"ENSG00000272563",19,22,32,25,5,5
"ENSG00000272564",1,4,0,0,0,0
"ENSG00000272566",0,0,0,0,0,0
"ENSG00000272572",14,3,6,3,5,2
"ENSG00000272574",1,14,2,22,1,4
"ENSG00000272576",2,0,1,7,0,0
"ENSG00000272578",0,6,0,6,0,0
"ENSG00000272582",0,3,3,10,1,3
"ENSG00000272583",0,2,3,3,0,1
"ENSG00000272588",1,1,6,4,5,3
"ENSG00000272592",0,0,0,0,0,0
"ENSG00000272597",0,0,3,0,1,0
"ENSG00000272599",10,8,12,24,9,2
"ENSG00000272600",1,0,0,0,0,0
"ENSG00000272609",0,0,0,0,0,0
"ENSG00000272617",171,51,134,56,116,61
"ENSG00000272622",1,10,4,12,3,3
"ENSG00000272625",16,25,25,69,12,4
"ENSG00000272626",1,0,0,0,0,0
"ENSG00000272627",0,2,11,0,0,0
"ENSG00000272630",7,5,16,26,6,5
"ENSG00000272631",16,0,7,18,8,1
"ENSG00000272632",3,2,11,4,3,2
"ENSG00000272638",1,5,0,4,1,0
"ENSG00000272639",0,0,0,0,0,0
"ENSG00000272642",0,0,0,0,0,0
"ENSG00000272646",0,0,0,0,0,0
"ENSG00000272647",69,3,23,0,56,2
"ENSG00000272650",0,8,2,11,1,3
"ENSG00000272655",139,0,46,45,64,25
"ENSG00000272656",1,0,3,1,2,0
"ENSG00000272657",2,1,1,0,1,0
"ENSG00000272660",0,0,0,2,0,1
"ENSG00000272661",0,0,3,0,0,0
"ENSG00000272667",22,7,38,20,26,7
"ENSG00000272668",0,13,3,12,1,11
"ENSG00000272669",18,177,85,290,21,23
"ENSG00000272672",0,0,0,2,0,0
"ENSG00000272678",0,0,0,0,0,0
"ENSG00000272679",7,0,0,11,0,0
"ENSG00000272682",0,0,0,0,0,0
"ENSG00000272688",36,20,35,27,18,21
"ENSG00000272689",0,3,0,0,0,0
"ENSG00000272691",0,2,0,0,0,0
"ENSG00000272692",0,0,0,0,0,0
"ENSG00000272694",0,0,0,0,0,0
"ENSG00000272696",6,3,6,2,9,0
"ENSG00000272699",1,0,2,2,0,0
"ENSG00000272702",16,14,25,23,22,15
"ENSG00000272703",0,2,0,0,0,5
"ENSG00000272707",0,0,1,1,0,0
"ENSG00000272710",0,0,0,0,0,0
"ENSG00000272714",0,0,0,0,0,0
"ENSG00000272715",0,0,3,0,1,0
"ENSG00000272717",4,4,5,7,5,3
"ENSG00000272719",0,0,3,0,0,0
"ENSG00000272720",10,8,1,44,2,4
"ENSG00000272729",0,0,0,0,0,0
"ENSG00000272732",73,2,37,3,88,1
"ENSG00000272733",1,4,2,3,0,2
"ENSG00000272735",9,4,9,1,3,0
"ENSG00000272736",0,0,0,0,0,0
"ENSG00000272741",0,0,0,0,0,0
"ENSG00000272742",0,0,0,0,0,0
"ENSG00000272744",1,3,2,1,2,2
"ENSG00000272745",2,0,0,3,1,0
"ENSG00000272748",0,0,0,0,0,0
"ENSG00000272750",17,11,11,19,11,1
"ENSG00000272754",3,7,4,14,1,2
"ENSG00000272755",5,17,6,5,2,4
"ENSG00000272760",0,0,13,0,35,0
"ENSG00000272762",0,0,0,0,0,2
"ENSG00000272764",2,1,3,4,3,1
"ENSG00000272768",13,25,24,32,16,20
"ENSG00000272769",0,2,0,0,0,1
"ENSG00000272770",0,0,0,0,0,1
"ENSG00000272772",3103,473,1687,479,2755,324
"ENSG00000272774",0,0,0,0,0,0
"ENSG00000272777",1,2,1,8,0,0
"ENSG00000272783",0,0,0,0,0,0
"ENSG00000272784",0,0,1,0,0,0
"ENSG00000272787",6,4,3,5,4,3
"ENSG00000272788",0,0,0,0,0,0
"ENSG00000272789",2,0,6,1,1,11
"ENSG00000272791",0,0,3,3,1,1
"ENSG00000272797",0,0,0,0,0,1
"ENSG00000272798",1,0,0,0,0,0
"ENSG00000272799",6,9,7,11,3,1
"ENSG00000272800",1,5,6,1,1,0
"ENSG00000272801",0,0,1,0,0,0
"ENSG00000272807",0,1,4,3,4,1
"ENSG00000272810",0,0,0,0,0,0
"ENSG00000272812",2,7,0,0,3,0
"ENSG00000272814",1,0,0,0,0,0
"ENSG00000272815",0,0,0,0,0,0
"ENSG00000272817",0,1,5,1,0,2
"ENSG00000272821",0,0,0,0,0,0
"ENSG00000272822",7,11,5,9,12,1
"ENSG00000272823",2,1,1,0,0,0
"ENSG00000272824",7,2,0,0,7,0
"ENSG00000272825",4,6,11,16,6,1
"ENSG00000272829",7,4,9,9,6,2
"ENSG00000272831",103,63,84,66,52,25
"ENSG00000272832",0,0,0,0,0,0
"ENSG00000272834",0,1,0,0,0,0
"ENSG00000272836",5,3,2,8,2,0
"ENSG00000272839",7,12,18,2,5,13
"ENSG00000272840",0,1,0,0,0,0
"ENSG00000272842",0,0,0,1,2,0
"ENSG00000272843",1,3,7,6,0,2
"ENSG00000272844",2,1,0,0,0,0
"ENSG00000272848",10,3,7,2,13,6
"ENSG00000272849",0,0,0,2,0,0
"ENSG00000272851",0,3,2,0,0,1
"ENSG00000272854",1,1,0,0,0,0
"ENSG00000272855",0,0,0,0,0,0
"ENSG00000272856",0,0,0,0,0,0
"ENSG00000272858",18,4,9,4,13,0
"ENSG00000272861",7,4,6,1,2,3
"ENSG00000272862",0,0,0,0,1,0
"ENSG00000272864",0,2,1,0,0,0
"ENSG00000272865",2,8,1,2,0,1
"ENSG00000272866",1,0,1,0,0,0
"ENSG00000272871",8,12,17,11,3,6
"ENSG00000272872",0,0,0,0,0,0
"ENSG00000272874",3,7,4,9,0,4
"ENSG00000272884",1,0,9,5,0,3
"ENSG00000272885",2,0,4,0,3,0
"ENSG00000272892",5,16,21,31,6,11
"ENSG00000272895",0,0,0,0,0,0
"ENSG00000272896",0,1,1,2,0,2
"ENSG00000272897",31,10,13,0,0,0
"ENSG00000272905",1,0,0,0,0,0
"ENSG00000272906",7,12,14,7,5,9
"ENSG00000272908",17,82,14,39,3,16
"ENSG00000272909",15,45,12,103,7,15
"ENSG00000272910",0,0,4,2,1,0
"ENSG00000272911",1,5,2,2,3,1
"ENSG00000272912",0,0,0,0,0,0
