"","SRR26204549","SRR26204550","SRR26204553","SRR26204554","SRR26204557","SRR26204558"
"ENSG00000284461",45.571,91.474,0,208.166,8.636,92.401
"ENSG00000284463",0,0,0,0,0,0
"ENSG00000284464",0,0,0,0,0,0
"ENSG00000284465",0,0,0,0,0,0
"ENSG00000284469",0,0,0,0,0,0
"ENSG00000284471",0,5,0,1,0,2
"ENSG00000284473",0,0,0,0,0,0
"ENSG00000284474",0,0,0,0,0,0
"ENSG00000284479",0,10,9,0,0,0
"ENSG00000284481",0,0,0,0,0,0
"ENSG00000284482",62.61,13.338,7.378,13.792,35.257,11.02
"ENSG00000284484",0,0,0,0,0,0
"ENSG00000284485",0,0,0,0,0,0
"ENSG00000284488",0,0,0,0,0,0
"ENSG00000284489",0,0,0,0,0,0
"ENSG00000284490",0,0,0,0,0,0
"ENSG00000284491",5,2.639,3,3,2.999,1.868
"ENSG00000284498",0,0,0,0,0,0
"ENSG00000284499",0,0,0,0,0,0
"ENSG00000284500",1,0,0,0,0,0
"ENSG00000284503",7.815,7.913,2.08,13.547,3.252,11.135
"ENSG00000284505",1.546,0,0,0,0,0
"ENSG00000284508",0,0,0,0,0,0
"ENSG00000284512",0,11.418,10.351,4.217,3.299,6.231
"ENSG00000284513",0,0,0,0,0,0
"ENSG00000284516",0,0,0,0,0,0
"ENSG00000284517",0,0,0,0,0,0
"ENSG00000284518",0,0,0,0,0,0
"ENSG00000284519",0,0,0,0,0,0
"ENSG00000284520",0,0,0,0,0,0
"ENSG00000284522",0,0,0,0,0,0
"ENSG00000284523",0,14.944,6.395,17.528,2.056,4.028
"ENSG00000284525",1.614,4.883,0,0,0,0
"ENSG00000284526",9.168,48.386,39.575,51.711,38.219,33.463
"ENSG00000284532",0,0,0,0,0,0
"ENSG00000284534",0,55.936,11.753,21.164,10.658,12.916
"ENSG00000284535",0,0,0,0,0,0
"ENSG00000284536",0,0,0,0,0,0
"ENSG00000284538",0,0,0,0,0,0
"ENSG00000284540",1.2,9.046,6.078,0,1.093,9.386
"ENSG00000284541",0,0,0,0,0,1.852
"ENSG00000284542",2.537,0,0,0,0,0
"ENSG00000284543",33.801,27.279,34.937,40.618,51.734,26.736
"ENSG00000284544",0,0,0,0,0,0
"ENSG00000284546",13,0,9.043,0,0,0
"ENSG00000284547",0,0,1.533,0,0,0
"ENSG00000284550",0,0,0,0,0,0
"ENSG00000284553",0,0,0,1,0,0
"ENSG00000284554",0,0,0,0,0,0
"ENSG00000284558",0,0,0,0,0,0
"ENSG00000284564",0,0,3.003,0,0,0
"ENSG00000284565",0,0,0,0,0,0
"ENSG00000284567",0,0,0,1.195,0,0
"ENSG00000284568",0,0,0,0,0,0
"ENSG00000284570",0,0,0,0,0,0
"ENSG00000284572",0,0,0,0,0,0
"ENSG00000284574",0,0,0,0,0,0
"ENSG00000284575",0,1,0,0,0,0
"ENSG00000284583",0,0,0,0,0,0
"ENSG00000284584",0,0,0,0,0,0
"ENSG00000284585",0,0,1,0,0,0
"ENSG00000284586",0,0,0,0,0,0
"ENSG00000284587",0,0,0.959,0,0,0
"ENSG00000284591",0,0,0,0,0,0
"ENSG00000284592",0,0,0,0,0,0
"ENSG00000284594",0,54.821,44.4,59.783,29.511,18.016
"ENSG00000284595",0,0,0,0,0,0
"ENSG00000284596",0,0,0,0,0,0
"ENSG00000284600",0,6,0,0,0,0
"ENSG00000284601",0,10.039,4.626,5.751,2,4.116
"ENSG00000284602",2.441,8.165,17.732,24.081,6.238,0
"ENSG00000284603",0,0,0,0,0,0
"ENSG00000284604",0,0,0,0,0,0
"ENSG00000284605",0,0,0,0,0,0
"ENSG00000284606",34.323,33.841,40.375,6.51,48.324,3.952
"ENSG00000284607",2.805,5.002,6.461,11.37,6.009,6.879
"ENSG00000284608",3.398,0,0,0,0,1
"ENSG00000284609",0,0,0,0,0,0
"ENSG00000284610",0,0,0,0,0,0
"ENSG00000284611",0,0,0,0,0,0
"ENSG00000284612",5.635,7.818,7.051,13.492,13.57,13.91
"ENSG00000284613",0,0,0,0,0,0
"ENSG00000284614",0,0,0,0,0,0
"ENSG00000284615",0,1,1,1,1,0.977
"ENSG00000284616",0,0,0,0,0,0
"ENSG00000284617",0,0,0,0,0,0
"ENSG00000284618",1.138,8.973,6.25,7.667,25.438,0
"ENSG00000284619",0,0,0,0,0,0
"ENSG00000284620",0,0,0,0,0,0
"ENSG00000284621",0,0,0,0,0,0
"ENSG00000284622",0,0,0,0,0,0
"ENSG00000284623",0,0,0,0,0,0
"ENSG00000284624",23.935,51.788,57.374,33.939,57.823,17.94
"ENSG00000284625",0,0,0,0,0,0
"ENSG00000284626",0,1.111,1.295,0,3.215,0
"ENSG00000284627",0,0,0,0,0,0
"ENSG00000284628",0,0,0,0,0,0
"ENSG00000284629",0,0,0,0,0,0
"ENSG00000284630",23.76,1.047,5.56,1,27.939,1
"ENSG00000284631",0,0,0,0,0,0
"ENSG00000284632",0,0,0,0,0,0
"ENSG00000284633",32.015,64.687,15.164,73.514,41.354,31.741
"ENSG00000284634",26.506,68.674,31.692,57.942,57.284,11.804
"ENSG00000284635",0,0,0,0,0,0
"ENSG00000284636",0,0,0,0,0,0
"ENSG00000284637",0,0,0,0,0,0
"ENSG00000284638",0,0,0,0,0,0
"ENSG00000284639",1,0,0,0,0,0
"ENSG00000284640",3,1,0,0,2,0
"ENSG00000284641",0,0,0,0,0,0
"ENSG00000284642",1.096,21.177,4.144,25.817,13.417,6.074
"ENSG00000284643",0,0,0,0,0,0
"ENSG00000284644",1.429,8.797,6.116,10.986,17.666,5.532
"ENSG00000284645",0,0,0,0,0,0
"ENSG00000284646",0,0,0,0,0,0
"ENSG00000284648",0,0,0,1.329,1,1
"ENSG00000284649",2.501,7.777,6.525,7.743,3.078,3.866
"ENSG00000284650",2,1.02,1,0,0,0
"ENSG00000284651",0,0,0,0,0,0
"ENSG00000284652",0,0,0,0,0,0
"ENSG00000284653",0,0,0,0,0,0
"ENSG00000284654",0,0,0,0,0,0
"ENSG00000284655",0,0,0,0,0,0
"ENSG00000284656",0,3.106,0,0,0,2.098
"ENSG00000284657",2,1,1,0,0,0
"ENSG00000284659",0,0,0,0,0,0
"ENSG00000284660",0,0,0,0,0,0
"ENSG00000284661",0,0,0,0,0,0
"ENSG00000284663",0,0,0,0,0,0
"ENSG00000284664",1.361,18.616,5.19,0,3.957,13.166
"ENSG00000284665",0,0,0,0,0,0
"ENSG00000284666",0,0,0,0,0,0
"ENSG00000284667",0,0,0,0,0,0
"ENSG00000284668",0,0,2,0,2,0
"ENSG00000284669",7,2,5,0,2,0
"ENSG00000284670",0,0,0,0,3.3,0
"ENSG00000284671",0,2.102,2.552,0,8.755,0
"ENSG00000284672",0,0,2.716,1.565,1.13,0
"ENSG00000284673",1.422,4.114,9.584,4.735,4.779,5.85
"ENSG00000284674",0,0,0,0,0,0
"ENSG00000284675",0,0,0,1,0,0
"ENSG00000284676",0,0,3,1.203,1,0
"ENSG00000284677",0,0,0,0,0,0
"ENSG00000284678",0,0,0,0,0,1.005
"ENSG00000284679",0,0,0,0,0,0
"ENSG00000284680",0,0,0,0,0,0
"ENSG00000284682",0,0,0,0,0,0
"ENSG00000284684",0,0,0,0,0,0
"ENSG00000284685",1.541,33.939,27.833,24.175,24.241,18.098
"ENSG00000284686",29.609,1.178,22.122,4.205,26.782,6.649
"ENSG00000284687",0,0,9.711,4.75,3.651,5.321
"ENSG00000284688",0,0,0,0,0,0
"ENSG00000284689",0,0,0,0,0,0
"ENSG00000284690",3,25,150,45,97,32
"ENSG00000284691",24,203,102,225.357,109,28.509
"ENSG00000284692",0,2.475,1.016,0,1.029,0
"ENSG00000284693",3.779,30.189,10.474,22.263,6.488,5.218
"ENSG00000284694",0,1,3,1,1,1
"ENSG00000284695",0,0,1,1.587,0,0
"ENSG00000284696",0,0,0,0,0,1.022
"ENSG00000284697",15,23.907,0,3.242,0,0
"ENSG00000284698",0,0,0,0,0,0
"ENSG00000284699",0,0,0,0,0,0
"ENSG00000284700",0,0,0,0,0,0
"ENSG00000284701",20.602,0,7,0,2,0
"ENSG00000284702",0,5.833,2.01,17.656,6.458,3.552
"ENSG00000284703",1.004,29.505,17.342,22.228,15.53,9.44
"ENSG00000284704",0,0,0,0,0,0
"ENSG00000284705",1.012,5.4,2.28,5.513,0,3.786
"ENSG00000284706",0,0,0,0,0,0
"ENSG00000284707",19.548,154.101,122.006,123.312,123.23,111.971
"ENSG00000284708",1.072,11.022,29.641,12.895,18.583,5.687
"ENSG00000284709",0,0,0,0,0,0
"ENSG00000284710",0,0,0,0,0,0
"ENSG00000284711",0,0,0,0,0,0
"ENSG00000284713",0,2.55,0,9.856,1.551,0
"ENSG00000284715",0,1,0,0,0,0
"ENSG00000284716",3,0,0,10.963,1.041,3.957
"ENSG00000284717",0,0,0,0,0,0
"ENSG00000284718",0,0,0,0,0,0
"ENSG00000284719",1.475,10.227,18.464,12.828,6.138,12.021
"ENSG00000284720",0,0,0,0,0,0
"ENSG00000284721",0,9.318,0,14.567,3.694,0
"ENSG00000284722",1.106,21.32,14.902,3.03,10.501,4.019
"ENSG00000284723",0,0,0,0,0,0
"ENSG00000284724",0,0,0,0,0,0
"ENSG00000284725",0,0,0,0,0,0
"ENSG00000284726",0,1.457,0,4.68,4.68,0
"ENSG00000284727",0,0,0,0,0,0
"ENSG00000284728",0,0,0,0,0,0
"ENSG00000284730",0,0,0,0,0,2
"ENSG00000284731",0,0,0,0,0,0
"ENSG00000284732",0,1,0,0,0.983,1
"ENSG00000284733",0,0,0,0,0.833,0
"ENSG00000284734",21.251,35.391,27.836,56.434,30.683,16.778
"ENSG00000284735",0,31.593,22.205,6.062,0,10.1
"ENSG00000284736",0,0,0,0,0,0
"ENSG00000284738",0,0,0,3,2.006,1
"ENSG00000284739",0,0,0,0,0,0
"ENSG00000284740",0,0.89,0,4.009,0,0
"ENSG00000284742",0,0,0,0,0,0
"ENSG00000284743",0,0,0,0,0,0
"ENSG00000284744",0,1.308,5.302,1.267,1.22,2.381
"ENSG00000284745",0,0,0,0,0,0
"ENSG00000284746",0,0,0,0,0,0
"ENSG00000284747",4.907,25.035,16.706,25.002,11.762,6.121
"ENSG00000284748",0.751,3.374,2.003,2.294,0,1
"ENSG00000284753",420,17,154,12,205,38
"ENSG00000284762",0,0,0,0,0,0
"ENSG00000284763",0,0,0,0,0,0
"ENSG00000284770",65.236,96.803,303.729,190.546,183.669,91.116
"ENSG00000284772",0,0,0,0,0,0
"ENSG00000284773",0,22.264,10.037,17.689,13.369,17
"ENSG00000284776",39.122,30.937,52.521,43.105,34.588,53.25
"ENSG00000284779",0,0,0,0,0,0
"ENSG00000284783",0,0,0,0,0,0
"ENSG00000284788",0,0,0,0,0,0
"ENSG00000284791",0,0,1.091,2.38,0,0
"ENSG00000284797",0,2.002,0,0,0,0
"ENSG00000284800",0,0,0,1,0,0
"ENSG00000284803",0,0,0,0,0,0
"ENSG00000284808",0,0,0,0,0,0
"ENSG00000284809",0,1.082,0,0,0,2.932
"ENSG00000284820",5.784,26.205,4.21,0,0,7.648
"ENSG00000284823",0,0,0,1.002,0,0
"ENSG00000284825",0,1,5,3,3,0
"ENSG00000284829",0,0,0,0,0,0
"ENSG00000284830",0,1.924,1.219,1,6.397,1
"ENSG00000284834",0,0,0,0,0,0
"ENSG00000284837",0,0.885,1.033,0,2.902,0
"ENSG00000284839",0,0,0,0,0,0
"ENSG00000284840",0,0,0,0,0,0
"ENSG00000284842",0,9.381,0,0,0,3.447
"ENSG00000284844",0,0,0,0,0,0
"ENSG00000284846",1,0,0,0,0,0
"ENSG00000284847",0,0,0,0,0,0
"ENSG00000284848",12.668,7.511,12.304,3.029,2.948,4.19
"ENSG00000284858",0,0,0,0,0,0
"ENSG00000284862",1.134,2,5.095,8.604,5.065,2.844
"ENSG00000284873",0,0,0,0,3,0
"ENSG00000284874",3.958,33.329,0,0,4.863,18.22
"ENSG00000284876",0,0,0,0,0,0
"ENSG00000284879",2.773,28.212,45.633,22.42,35.828,5.369
"ENSG00000284882",1,18,19,23,17,6
"ENSG00000284883",0,0,0,0,0,0
"ENSG00000284892",0,0,0,0,0,0
"ENSG00000284895",0,0,0,0,0,0
"ENSG00000284902",0,0,0,0,1,0
"ENSG00000284906",0,0,66.831,52.832,0,35.672
"ENSG00000284914",0,0,0,0,0,0
"ENSG00000284917",0,0,0,0,0,0
"ENSG00000284922",16.988,1.33,13.422,2.183,9.855,3.336
"ENSG00000284928",9,0,8,1,3,0
"ENSG00000284930",0,26.268,52.89,29.635,20.116,4.34
"ENSG00000284931",40.107,2870.863,4147.056,5984.825,1012.532,389.499
"ENSG00000284932",0,0,0,0,0,0
"ENSG00000284934",8.034,9.007,0,0,0,0
"ENSG00000284946",3.517,204.595,45.369,249.199,22.697,61.276
"ENSG00000284948",2.987,29.531,48.263,9.51,63.508,7.035
"ENSG00000284951",0,0,0,0,0,0
"ENSG00000284952",0,11.096,0,11.094,0,0
"ENSG00000284954",5.953,1,2,0,2.537,1
"ENSG00000284956",0,0,0,0,0,0
"ENSG00000284957",4.079,0,9.457,1.766,10.704,0
"ENSG00000284959",30.899,52.597,41.603,43.222,48.523,3.942
"ENSG00000284964",0,0,0,0,0,0
"ENSG00000284966",0,6.275,4.16,3.46,5.307,1.322
"ENSG00000284968",2245.963,82.06,1087.582,80.631,1396.025,76.007
"ENSG00000284969",29.382,2.342,0,0,2.225,6.681
"ENSG00000284976",21.425,0,39.562,41.092,31.944,0
"ENSG00000284977",2.197,35.014,44.689,33.709,29.337,10
"ENSG00000284981",0,0,0,0,0,0
"ENSG00000284985",0,0,0,0,0,0
"ENSG00000284986",0,0,0,0,0,0.993
"ENSG00000284987",0,0,0,0,0,0
"ENSG00000284988",0,0,0,0,0,0
"ENSG00000284989",0,0,0,0,0,0
"ENSG00000284994",0,0,0,0,0,0
"ENSG00000284999",0,1,1,0,0,0
"ENSG00000285000",145.412,0,0,38.185,0,0
"ENSG00000285006",1.059,98.102,60.587,151.437,64.037,62.5
"ENSG00000285010",0,0,0,0,0,0
"ENSG00000285012",0,0,0,0,0,0
"ENSG00000285016",9.754,0,7.896,20.238,7.66,0
"ENSG00000285018",0,7,0,4,0,8
"ENSG00000285020",0,0,0,0,0,0
"ENSG00000285025",0,0,0,0,0,0
"ENSG00000285030",0,0,0,0,0,0
"ENSG00000285035",0,2.215,0,0,0,0
"ENSG00000285040",0,0,0,2,1,0
"ENSG00000285041",0,0,0,0,0,0
"ENSG00000285042",0,0,1.05,0,0,0
"ENSG00000285043",6.655,1.875,0,4.88,7.148,4.735
"ENSG00000285045",0,0,0,0,0,0
"ENSG00000285051",18.808,55.995,19.484,36.577,32.659,4.734
"ENSG00000285053",273.158,51.705,50.566,56.164,168.645,37.098
"ENSG00000285057",5.255,0.99,0,0,0.857,0
"ENSG00000285062",0,0,0,0,0,0
"ENSG00000285064",4.029,0,0,0,0,0
"ENSG00000285068",0,0,0,0,0,0
"ENSG00000285077",1.254,45.888,31.732,79.8,18.004,21.473
"ENSG00000285079",0,5.838,1,2.595,0,1.853
"ENSG00000285080",0,0,0,0,0,0
"ENSG00000285081",0,1,1,0,0,0
"ENSG00000285082",945.765,196.085,546.828,166.962,794.044,108.806
"ENSG00000285085",1.047,0,3,1,2.463,0
"ENSG00000285090",0,0,0,1.127,0,0
"ENSG00000285091",1.357,19.711,12.814,23.886,7.382,2.792
"ENSG00000285094",0,0,0,0,0,0
"ENSG00000285095",1.002,17.325,7.957,10.339,8.715,6.134
"ENSG00000285100",0,0,0,0,0,0
"ENSG00000285102",0,0,0,0,0,0
"ENSG00000285103",27,15.846,42.761,52.304,82.728,15.367
"ENSG00000285108",1.001,6.02,4.011,0,5.035,5.984
"ENSG00000285115",0,0,0,0,0,0
"ENSG00000285116",0,0,0,0,0,0
"ENSG00000285117",0,2.582,0,0,0,0
"ENSG00000285122",0,0,0,0,0,0
"ENSG00000285128",1,0,1,0,0,0
"ENSG00000285130",10.198,47.112,67.473,7.962,1.396,55.473
"ENSG00000285133",15.985,12,11,2,7,7
"ENSG00000285135",0,0,0,0,0,0
"ENSG00000285142",0,0,0,0,0,0
"ENSG00000285144",0,0,0,0,1.265,0
"ENSG00000285151",0,2,0,1,0,0
"ENSG00000285155",0,0,0,3,0,0
"ENSG00000285159",1.741,4.954,3.826,7.8,9.911,0
"ENSG00000285160",3.495,0,0,0,3.356,0
"ENSG00000285163",0,1,0,0,0,0
"ENSG00000285165",0,0,0,0,1,0
"ENSG00000285169",2.098,0,0,0,0,0
"ENSG00000285171",0,206.816,24.428,65.677,17.978,22.484
"ENSG00000285177",0,0,0,0,0,0
"ENSG00000285179",0,0,0,0,0,0
"ENSG00000285184",15.902,17.852,6.965,10.452,19.861,17.058
"ENSG00000285188",0,2.812,0,0,3.08,0
"ENSG00000285190",2.001,3,2.001,1.002,5.126,3.479
"ENSG00000285191",0,0,0,0,0,0
"ENSG00000285201",0,0,0,0,0,0
"ENSG00000285205",0,0,0,0,0,0
"ENSG00000285210",0,6,1,0,2,2
"ENSG00000285212",1,0,0,0,0,0
"ENSG00000285215",0,0,0,1.051,0,0
"ENSG00000285216",0,0,0,0,0,3
"ENSG00000285218",0,7.596,0,4.032,4.409,26.895
"ENSG00000285219",41.429,25.212,34.664,18.511,50.366,15.948
"ENSG00000285220",0,0,1,0,0,0
"ENSG00000285228",0,0,0,0,0,0
"ENSG00000285230",172.261,43.561,78.976,39.608,92.664,26.355
"ENSG00000285231",0,2,0,0,0,0
"ENSG00000285237",0,0,0,0,0,0
"ENSG00000285238",51.688,374.359,252.344,230.75,102.997,157.201
"ENSG00000285239",0,0,0,0,0,0
"ENSG00000285244",3,5,2,2,6,8
"ENSG00000285245",0,0,0,5.851,22.786,0
"ENSG00000285253",8.44,3.627,4.435,5.833,29.926,12.768
"ENSG00000285254",0,1,1,0,1,0
"ENSG00000285257",4,1.992,5.876,3,1.607,1
"ENSG00000285268",0,0.683,0,4.002,0,0
"ENSG00000285269",0,0,0,1.884,1.391,1.458
"ENSG00000285278",118.004,2,44,6,56.003,2
"ENSG00000285280",1,2.373,2,1.022,6.04,1
"ENSG00000285283",82.876,0,38.51,31.347,34.526,171.169
"ENSG00000285287",0,0,0,0,0,0
"ENSG00000285292",125.263,46.654,185.199,106.448,189.866,61.749
"ENSG00000285294",7,0,1.006,2.123,0,8.473
"ENSG00000285300",0,0,0,0,0,0
"ENSG00000285303",0,0,0,3,0,1
"ENSG00000285304",11.04,9.365,36.092,0,0,0
"ENSG00000285314",10.562,0,0,0,0,6.488
"ENSG00000285323",0,0,0,0,3.695,0
"ENSG00000285325",0,0,0,0,0,0
"ENSG00000285329",1,0,1,0,1,0
"ENSG00000285330",0,0,0,0,0,0
"ENSG00000285331",111.852,29.795,104.594,38.228,119.092,63.467
"ENSG00000285336",0,1,0,0,0,0
"ENSG00000285338",0,0,3.148,22.568,0,0
"ENSG00000285347",0,0,0,0,0,0
"ENSG00000285354",0,0,0,2,0,0
"ENSG00000285361",0,0,0,0,0,0
"ENSG00000285366",0,0,0,0,0,0
"ENSG00000285367",0,0,0,0,3.51,0
"ENSG00000285373",3,2,0,0,3,0
"ENSG00000285374",1,0,0,0,1,1
"ENSG00000285382",45.011,48.977,34.81,31.791,26.594,11.708
"ENSG00000285388",0,0,0,0,0,0
"ENSG00000285398",0,0,0,0,0,0
"ENSG00000285401",0,0,0,0,0,0
"ENSG00000285402",1,0,2,0,0,0
"ENSG00000285404",0,0,10.065,0,0,0
"ENSG00000285405",0,0,0,0,0,0
"ENSG00000285407",4.001,1.003,8.022,0,5.022,4.002
"ENSG00000285409",0,0,0,0,0,0
"ENSG00000285410",90.188,240.987,242.064,234.021,312.594,112.076
"ENSG00000285412",0,0,0,0,0,0
"ENSG00000285413",0,12.445,2.111,26.874,8.373,13
"ENSG00000285416",0,0,0,0,0,0
"ENSG00000285417",5.226,19.613,32.477,37.923,26.297,29.916
"ENSG00000285420",0,0,0,0,0,0
"ENSG00000285424",34.469,7.066,22.908,1,8.045,15.314
"ENSG00000285427",5.113,6.389,5.711,1.117,10.004,5.419
"ENSG00000285437",478.863,421.627,452.205,490.334,279.792,93.667
"ENSG00000285444",4.683,1.132,3.658,2.761,6,2.215
"ENSG00000285445",0,0,0,0,0,0
"ENSG00000285446",31.283,36.935,92.519,238.571,0,135.174
"ENSG00000285448",0,9,1,4,3,0
"ENSG00000285454",0,1,0,0,0,0
"ENSG00000285458",674.494,61.793,279.916,69.116,418.601,0
"ENSG00000285462",0,0,0,0,0,0
"ENSG00000285467",1.335,1.499,1.403,1.327,0,0
"ENSG00000285470",0,0,0,0,0,0
"ENSG00000285471",0,0,0,0,0,0
"ENSG00000285472",0,0,0,0,0,0
"ENSG00000285473",0,0,0,0,0,0
"ENSG00000285480",0,0,0,0,0,0
"ENSG00000285483",0,0,0,0,0,0
"ENSG00000285486",0,8.692,1.947,12.003,2.005,2.751
"ENSG00000285491",0,0,0,0,0,0
"ENSG00000285492",0.999,13.45,5.044,2.077,19.278,8.066
"ENSG00000285498",0,0,0,0,0,0
"ENSG00000285505",0,26.201,0,0,0,0
"ENSG00000285508",95.328,11.298,93.03,58.557,97.222,22.357
"ENSG00000285509",5.902,1.127,6.785,1.313,12.16,0
"ENSG00000285513",0,0,0,0,0,0
"ENSG00000285517",5.354,41.881,15.596,19.527,21.257,18.341
"ENSG00000285518",0,0,0,0,0,0
"ENSG00000285519",0,0,0,0,0,0
"ENSG00000285520",0,0.858,0,1,0,0
"ENSG00000285521",0,0,0,0,0,0
"ENSG00000285522",0,0,0,0,0,0
"ENSG00000285523",0,0,0,0,0,0
"ENSG00000285524",0,0,0,0,0,0
"ENSG00000285525",0,0,0,0,0,0
"ENSG00000285526",0,0,0,0,0,0
"ENSG00000285527",0,10.487,0.85,10.48,11.867,0
"ENSG00000285528",1.528,0,0,0,1,0
"ENSG00000285529",2.03,3.344,6.623,2.068,0,1.149
"ENSG00000285530",14.131,8.34,28.082,3.951,15.503,4.127
"ENSG00000285531",0,13.522,7.557,15.638,23.667,7.061
"ENSG00000285532",0,0,0,0,0,0
"ENSG00000285533",33.889,57.339,55.752,39.855,63.913,24.253
"ENSG00000285534",1,4,20,19,5,1
"ENSG00000285535",0,7,0,1,0,0
"ENSG00000285536",0,0,0,0,0,0
"ENSG00000285537",0,0,0,0,0,0
"ENSG00000285538",0,0,0,0,0,0
"ENSG00000285539",0,0,0,0,0,0
"ENSG00000285540",4.114,4.612,3.945,8.43,1.43,2.468
"ENSG00000285541",0,3.534,3.385,6.253,2.083,4.104
"ENSG00000285542",0,0,0,0,0,0
"ENSG00000285543",0,0,0,0,0,0
"ENSG00000285544",0.909,5.12,2.3,1.007,3.13,0
"ENSG00000285545",0,0,0,0,0,0
"ENSG00000285547",0,0,1.355,9.332,0,3.648
"ENSG00000285548",1,0,2,2,1,0
"ENSG00000285549",0,0,0,0,0,0
"ENSG00000285550",0,0,0,0,0,0
"ENSG00000285551",0,0,0,0,0,0
"ENSG00000285552",0,0,0,1,3,1
"ENSG00000285553",0,2,2,0,1.089,0
"ENSG00000285554",0,14.657,8.486,8.092,10.709,2.001
"ENSG00000285555",0,0,0,0,0,0
"ENSG00000285556",0,0,0,0,0,0
"ENSG00000285557",0,0,0,0,0,0
"ENSG00000285558",1,0,2.27,0,0,0
"ENSG00000285559",0,1.538,0,0,0,0
"ENSG00000285560",0,0,0,0,1,0
"ENSG00000285561",0,1,2,0,0,0
"ENSG00000285562",1,0,1.038,0,3.112,0
"ENSG00000285563",0,12.884,4.844,15.191,9.952,9.721
"ENSG00000285564",0,0,2.255,1.04,0,1.872
"ENSG00000285565",500.928,977.709,754.43,623.671,775.579,334.089
"ENSG00000285566",0,0,0,0,0,0
"ENSG00000285567",2,1.185,2.15,0,1.122,0
"ENSG00000285568",0,0,0,0,0,1
"ENSG00000285569",18,2.994,8.992,0,3,0
"ENSG00000285570",0,0,0,0,0,0
"ENSG00000285571",1,5.663,4,9,1,1
"ENSG00000285572",12.624,87.916,45.375,97.642,45.437,31.936
"ENSG00000285573",0,0,0,0,0,0
"ENSG00000285575",0,1.008,1.007,2,0,0
"ENSG00000285576",0,0,0,0,0,0
"ENSG00000285577",2.104,7.065,2.858,6.095,7.945,2.655
"ENSG00000285578",0,6,1,1,3,0
"ENSG00000285579",2,0,0,1,0,0
"ENSG00000285580",0,0,0,0,0,0
"ENSG00000285581",0,2,1,1,4,0
"ENSG00000285582",0,8.235,14.691,0,3.281,6.278
"ENSG00000285583",0,0,0,0,0,0
"ENSG00000285584",0,1,0,0,0,0
"ENSG00000285585",0,0,0,0,0,0
"ENSG00000285586",0,0,0,0,0,0
"ENSG00000285587",1.005,6.888,6.485,8.41,5.765,1.453
"ENSG00000285588",0,0,1.847,3.949,1.824,0
"ENSG00000285589",256.142,265.734,290.023,214.274,284.11,150.014
"ENSG00000285590",0,0,0,0,0,0
"ENSG00000285591",21.412,20.604,33.801,45.087,24.177,12.061
"ENSG00000285592",0,0,0,0,0,0
"ENSG00000285593",0,1.116,2.04,0.933,2.122,2.28
"ENSG00000285594",0,0,0,0,0,0
"ENSG00000285595",0,0,0,0,0,0
"ENSG00000285596",22.826,27.012,47.93,67.675,24.518,24.819
"ENSG00000285597",0,0,0,1,0,0
"ENSG00000285598",0,0,0,0,0,0
"ENSG00000285599",1,0,0,0,0,0
"ENSG00000285600",1.028,17.5,8.9,3.368,3.637,0
"ENSG00000285601",11.005,1.08,9.044,4.611,15.792,3.986
"ENSG00000285602",9.109,0,3.75,2,0,0
"ENSG00000285603",0,0,0,0,0,0
"ENSG00000285604",0,0,0,0,0,0
"ENSG00000285605",0,1,0,0,1,0
"ENSG00000285606",0,0,0,0,0,0
"ENSG00000285607",0,0,0,0,0,0
"ENSG00000285608",2,2,0,0,0,0
"ENSG00000285609",0,0,0,0,0,0
"ENSG00000285610",0,0,0,0,0,0
"ENSG00000285611",0,0,0,0,0,0
"ENSG00000285612",0,1,1,0,1,4
"ENSG00000285613",0,0,0,1.005,1.135,0
"ENSG00000285614",0,1.001,0,1,0,0
"ENSG00000285615",0,0,0,0,0,0
"ENSG00000285616",0,1,0,0,0,0
"ENSG00000285618",0,0,0,0,0,0
"ENSG00000285619",0,0,0,0,0,0
"ENSG00000285620",0,0,0,0,0,0
"ENSG00000285621",0,1.007,0,1.016,0,0
"ENSG00000285622",0,0,1.019,4.219,0,3
"ENSG00000285623",0,0,0,0,0,0
"ENSG00000285624",2,0,9,0,3,2
"ENSG00000285625",9.614,8.699,0,0,0,0
"ENSG00000285626",1,0,0,0,0,0
"ENSG00000285627",0,1.008,2.027,0,0,0
"ENSG00000285628",0,0,6.359,9.351,31.703,0
"ENSG00000285629",3.017,0,1.021,0,2.996,0
"ENSG00000285630",4,17.227,6.983,20.213,3.002,2
"ENSG00000285631",0,1,0,8,0,0
"ENSG00000285632",2.004,8.652,1.81,4.753,0,3.622
"ENSG00000285633",2.991,2.147,2.517,3.569,6,2
"ENSG00000285634",1.011,5.083,4.071,2.116,7.004,6.13
"ENSG00000285635",0,0,0,0,0,0
"ENSG00000285636",0,0,2.793,0,4.061,6.865
"ENSG00000285637",1.002,0,0,3.316,0,6.019
"ENSG00000285638",0,0,0,0,0,0
"ENSG00000285639",0,0,0,1,0,0
"ENSG00000285640",0,0,0,0,0,0
"ENSG00000285641",335.424,84.247,173.525,104.839,223.088,79.839
"ENSG00000285642",0,0,0,0,0,0
"ENSG00000285643",0,0,0,0,0,0
"ENSG00000285644",3.615,14.77,7.946,27.014,6.233,7.048
"ENSG00000285645",0,0,0,0,0,0
"ENSG00000285646",3.313,24.41,22.347,21.064,55.893,11.728
"ENSG00000285647",0,0,0,0,0,0
"ENSG00000285648",0,0,0,0,0,0
